Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2019,2019,1000 Int$,3834,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2020,2020,1000 Int$,3773,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2021,2021,1000 Int$,3633,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2022,2022,1000 Int$,3556,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2023,2023,1000 Int$,3654,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,56,Gross Production Value (current thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2000,2000,1000 SLC,22847,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,56,Gross Production Value (current thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2001,2001,1000 SLC,28800,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,56,Gross Production Value (current thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2002,2002,1000 SLC,33637,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,56,Gross Production Value (current thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2003,2003,1000 SLC,23288,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2000,2000,1000 SLC,35629,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2001,2001,1000 SLC,36778,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2002,2002,1000 SLC,37927,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2003,2003,1000 SLC,33124,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2004,2004,1000 SLC,40226,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2005,2005,1000 SLC,26810,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2006,2006,1000 SLC,33310,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2007,2007,1000 SLC,37943,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2008,2008,1000 SLC,37353,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2009,2009,1000 SLC,36203,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2010,2010,1000 SLC,36543,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2011,2011,1000 SLC,44348,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2012,2012,1000 SLC,34479,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2013,2013,1000 SLC,32769,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2014,2014,1000 SLC,21837,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2015,2015,1000 SLC,26656,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2016,2016,1000 SLC,27087,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2017,2017,1000 SLC,25193,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2018,2018,1000 SLC,27365,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2019,2019,1000 SLC,27545,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2020,2020,1000 SLC,27102,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2021,2021,1000 SLC,26096,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2022,2022,1000 SLC,25546,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,55,Gross Production Value (constant 2014-2016 thousand SLC),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2023,2023,1000 SLC,26248,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,57,Gross Production Value (current thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2000,2000,1000 USD,10380,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,57,Gross Production Value (current thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2001,2001,1000 USD,12107,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,57,Gross Production Value (current thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2002,2002,1000 USD,15557,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,57,Gross Production Value (current thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2003,2003,1000 USD,13523,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2000,2000,1000 USD,26539,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2001,2001,1000 USD,27395,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2002,2002,1000 USD,28252,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2003,2003,1000 USD,24674,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2004,2004,1000 USD,29964,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2005,2005,1000 USD,19971,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2006,2006,1000 USD,24812,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2007,2007,1000 USD,28263,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2008,2008,1000 USD,27824,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2009,2009,1000 USD,26967,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2010,2010,1000 USD,27221,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2011,2011,1000 USD,33034,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2012,2012,1000 USD,25683,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2013,2013,1000 USD,24409,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2014,2014,1000 USD,16266,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2015,2015,1000 USD,19856,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2016,2016,1000 USD,20177,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2017,2017,1000 USD,18766,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2018,2018,1000 USD,20384,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2019,2019,1000 USD,20518,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2020,2020,1000 USD,20188,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2021,2021,1000 USD,19438,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2022,2022,1000 USD,19029,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,58,Gross Production Value (constant 2014-2016 thousand US$),1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2023,2023,1000 USD,19552,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2000,2000,1000 Int$,3445,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2001,2001,1000 Int$,3330,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2002,2002,1000 Int$,3538,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2003,2003,1000 Int$,3516,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2004,2004,1000 Int$,3519,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2005,2005,1000 Int$,3504,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2006,2006,1000 Int$,3496,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2007,2007,1000 Int$,3538,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2008,2008,1000 Int$,3580,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2009,2009,1000 Int$,3621,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2010,2010,1000 Int$,3542,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2011,2011,1000 Int$,3517,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2012,2012,1000 Int$,3413,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2013,2013,1000 Int$,3485,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2014,2014,1000 Int$,3560,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2015,2015,1000 Int$,3570,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2016,2016,1000 Int$,3577,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2017,2017,1000 Int$,3585,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2018,2018,1000 Int$,3590,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2019,2019,1000 Int$,3592,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2020,2020,1000 Int$,3563,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2021,2021,1000 Int$,3555,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2022,2022,1000 Int$,3557,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1329,"Other citrus fruit, n.e.c.",2023,2023,1000 Int$,3559,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2000,2000,1000 Int$,1278,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2001,2001,1000 Int$,1285,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2002,2002,1000 Int$,1296,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2003,2003,1000 Int$,1307,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2004,2004,1000 Int$,1315,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2005,2005,1000 Int$,1321,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2006,2006,1000 Int$,1327,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2007,2007,1000 Int$,1331,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2008,2008,1000 Int$,1336,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2009,2009,1000 Int$,1479,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2010,2010,1000 Int$,1478,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2011,2011,1000 Int$,1510,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2012,2012,1000 Int$,1542,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2013,2013,1000 Int$,1574,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2014,2014,1000 Int$,1590,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2015,2015,1000 Int$,1636,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2016,2016,1000 Int$,1679,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2017,2017,1000 Int$,1635,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2018,2018,1000 Int$,1620,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2019,2019,1000 Int$,1605,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2020,2020,1000 Int$,1715,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2021,2021,1000 Int$,1646,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2022,2022,1000 Int$,1655,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1929.9,"Other fibre crops, raw, n.e.c.",2023,2023,1000 Int$,1672,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2000,2000,1000 Int$,7714,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2001,2001,1000 Int$,7921,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2002,2002,1000 Int$,8143,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2003,2003,1000 Int$,8093,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2004,2004,1000 Int$,8172,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2005,2005,1000 Int$,8250,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2006,2006,1000 Int$,8327,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2007,2007,1000 Int$,8403,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2008,2008,1000 Int$,8478,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2009,2009,1000 Int$,8554,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2010,2010,1000 Int$,8629,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2011,2011,1000 Int$,8705,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2012,2012,1000 Int$,8785,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2013,2013,1000 Int$,8862,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2014,2014,1000 Int$,8954,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2015,2015,1000 Int$,9039,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2016,2016,1000 Int$,9122,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2017,2017,1000 Int$,9212,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2018,2018,1000 Int$,9289,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2019,2019,1000 Int$,9372,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2020,2020,1000 Int$,9457,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2021,2021,1000 Int$,9512,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2022,2022,1000 Int$,9589,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),1359.9,"Other fruits, n.e.c.",2023,2023,1000 Int$,9663,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),21119.9,"Other meat of mammals, fresh or chilled",2000,2000,1000 Int$,1520,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),21119.9,"Other meat of mammals, fresh or chilled",2001,2001,1000 Int$,2066,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),21119.9,"Other meat of mammals, fresh or chilled",2002,2002,1000 Int$,2705,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),21119.9,"Other meat of mammals, fresh or chilled",2003,2003,1000 Int$,3525,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),21119.9,"Other meat of mammals, fresh or chilled",2004,2004,1000 Int$,4713,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),21119.9,"Other meat of mammals, fresh or chilled",2005,2005,1000 Int$,5321,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),21119.9,"Other meat of mammals, fresh or chilled",2006,2006,1000 Int$,7753,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),21119.9,"Other meat of mammals, fresh or chilled",2007,2007,1000 Int$,7449,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),21119.9,"Other meat of mammals, fresh or chilled",2008,2008,1000 Int$,7263,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),21119.9,"Other meat of mammals, fresh or chilled",2009,2009,1000 Int$,7211,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),21119.9,"Other meat of mammals, fresh or chilled",2010,2010,1000 Int$,7149,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),21119.9,"Other meat of mammals, fresh or chilled",2011,2011,1000 Int$,6841,E,Estimated value
QV,Value of Agricultural Production,554,New Zealand,152,Gross Production Value (constant 2014-2016 thousand I$),21119.9,"Other meat of mammals, fresh or chilled",2012,2012,1000 Int$,7310,E,Estimated value
